anio,funcion,nombre,nombre_clean,primer_apellido,era
1959,Alcalde,Juan Pablo Llinás (ene.-dic.),Juan Pablo Llinás,Pablo,Primera mitad S.XX (1900-1959)
1960,Alcalde,Juan Pablo Llinás (ene.-dic.),Juan Pablo Llinás,Pablo,Segunda mitad S.XX (1960-1999)
1961,Alcaldes,Juan Pablo Llinás (ene.-ags.),Juan Pablo Llinás,Pablo,Segunda mitad S.XX (1960-1999)
1962,Alcalde,Jorge Gaitán Cortés (ene.-dic.),Jorge Gaitán Cortés,Gaitán,Segunda mitad S.XX (1960-1999)
1963,Alcalde,Jorge Gaitán Cortés (ene.-dic.),Jorge Gaitán Cortés,Gaitán,Segunda mitad S.XX (1960-1999)
1964,Alcalde,Jorge Gaitán Cortés (ene.-dic.),Jorge Gaitán Cortés,Gaitán,Segunda mitad S.XX (1960-1999)
1965,Alcalde,Jorge Gaitán Cortés (ene.-dic.),Jorge Gaitán Cortés,Gaitán,Segunda mitad S.XX (1960-1999)
1966,Alcaldes,Jorge Gaitán Cortés (ene.-ags.),Jorge Gaitán Cortés,Gaitán,Segunda mitad S.XX (1960-1999)
1967,Alcalde,Virgilio Barco Vargas (ene.-dic.),Virgilio Barco Vargas,Barco,Segunda mitad S.XX (1960-1999)
1968,Alcalde,Virgilio Barco Vargas (ene.-dic.),Virgilio Barco Vargas,Barco,Segunda mitad S.XX (1960-1999)
1969,Alcaldes,Virgilio Barco Vargas (ene.-sep.),Virgilio Barco Vargas,Barco,Segunda mitad S.XX (1960-1999)
1970,Alcaldes,Emilio Urrea Delgado (ene.-ags.),Emilio Urrea Delgado,Urrea,Segunda mitad S.XX (1960-1999)
1971,Alcalde,Carlos Albán Holguín (ene.-dic.),Carlos Albán Holguín,Albán,Segunda mitad S.XX (1960-1999)
1972,Alcalde,Carlos Albán Holguín (ene.-Dic.),Carlos Albán Holguín,Albán,Segunda mitad S.XX (1960-1999)
1973,Alcaldes,Carlos Albán Holguín (ene.-abr.),Carlos Albán Holguín,Albán,Segunda mitad S.XX (1960-1999)
1974,Alcaldes,Anibal Fernández de Soto (ene.-ags.),Anibal Fernández de Soto,Fernández,Segunda mitad S.XX (1960-1999)
1975,Alcaldes,Alfonso Palacio Rudas (ene.-sep.),Alfonso Palacio Rudas,Palacio,Segunda mitad S.XX (1960-1999)
1976,Alcalde,Luis Prieto Ocampo (ene.-dic.),Luis Prieto Ocampo,Prieto,Segunda mitad S.XX (1960-1999)
1977,Alcalde,Bernardo Gaitán Mahecha (ene.-dic.),Bernardo Gaitán Mahecha,Gaitán,Segunda mitad S.XX (1960-1999)
1978,Alcaldes,Bernardo Gaitán Mahecha (ene.-ags.),Bernardo Gaitán Mahecha,Gaitán,Segunda mitad S.XX (1960-1999)
1979,Alcalde,Hernando Durán Dusán (ene.-dic.),Hernando Durán Dusán,Durán,Segunda mitad S.XX (1960-1999)
1980,Alcalde,Hernando Durán Dusán (ene.dic.),Hernando Durán Dusán,Durán,Segunda mitad S.XX (1960-1999)
1981,Alcalde,Hernando Durán Dusán (ene.-dic),Hernando Durán Dusán,Durán,Segunda mitad S.XX (1960-1999)
1982,Alcalde,Hernando Durán Dusán (ene.-ags.),Hernando Durán Dusán,Durán,Segunda mitad S.XX (1960-1999)
1983,Alcalde,Augusto Ramírez Ocampo (ene.-dic.),Augusto Ramírez Ocampo,Ramírez,Segunda mitad S.XX (1960-1999)
1984,Alcaldes,Augusto Ramírez Ocampo (ene.-jul.),Augusto Ramírez Ocampo,Ramírez,Segunda mitad S.XX (1960-1999)
1985,Alcaldes,Diego Pardo Koppel (ene.),Diego Pardo Koppel,Pardo,Segunda mitad S.XX (1960-1999)
1986,Alcalde,Diego Pardo Koppel (ene.),Diego Pardo Koppel,Pardo,Segunda mitad S.XX (1960-1999)
1987,Alcalde,Julio César Sánchez (ene.-dic.),Julio César Sánchez,César,Segunda mitad S.XX (1960-1999)
1988,Alcaldes,Julio César Sánchez (ene.-jun.),Julio César Sánchez,César,Segunda mitad S.XX (1960-1999)
1989,Alcalde,Andrés Pastrana Arango (ene.-dic.),Andrés Pastrana Arango,Pastrana,Segunda mitad S.XX (1960-1999)
1990,Alcaldes,Andrés Pastrana Arango (ene-may.),Andrés Pastrana Arango,Pastrana,Segunda mitad S.XX (1960-1999)
1991,Alcalde,Juan Martín Caicedo Ferrer (ene.-dic.),Juan Martín Caicedo Ferrer,Martín,Segunda mitad S.XX (1960-1999)
1992,Alcaldes,Juan Martín Caicedo Ferrer (ene.-mar.),Juan Martín Caicedo Ferrer,Martín,Segunda mitad S.XX (1960-1999)
1993,Alcalde,Jaime Castro (ene. - dic.),Jaime Castro,Castro,Segunda mitad S.XX (1960-1999)
1994,Alcalde,Jaime Castro (ene. - dic.),Jaime Castro,Castro,Segunda mitad S.XX (1960-1999)
1995,Alcalde,Antanas Mockus Sivickas (ene.-dic.),Antanas Mockus Sivickas,Mockus,Segunda mitad S.XX (1960-1999)
1996,Alcalde,Antanas Mockus Sivickas (ene.-dic.),Antanas Mockus Sivickas,Mockus,Segunda mitad S.XX (1960-1999)
1997,Alcaldes,Antanas Mockus Sivickas (ene.-abr. 9.),Antanas Mockus Sivickas,Mockus,Segunda mitad S.XX (1960-1999)
1998,Alcalde,Enrique Peñalosa Londoño (ene.-dic.),Enrique Peñalosa Londoño,Peñalosa,Segunda mitad S.XX (1960-1999)
1999,Alcalde,Enrique Peñalosa Londoño (ene.- dic.),Enrique Peñalosa Londoño,Peñalosa,Segunda mitad S.XX (1960-1999)
2000,Alcalde,Enrique Peñalosa Londoño (ene.- dic.),Enrique Peñalosa Londoño,Peñalosa,Siglo XXI (2000-hoy)
2001,Alcalde,Antanas Mockus Sivickas (ene.- dic.),Antanas Mockus Sivickas,Mockus,Siglo XXI (2000-hoy)
2002,Alcalde,Antanas Mockus Sivickas (ene.- dic.),Antanas Mockus Sivickas,Mockus,Siglo XXI (2000-hoy)
2003,"Alcalde
Alcalde",Antanas Mockus Sivickas (ene...) Luis Eduardo Garzón (ene...),Antanas Mockus Sivickas Luis Eduardo Garzón,Mockus,Siglo XXI (2000-hoy)
2008,Alcalde,Samuel Moreno Rojas María Fernanda Campo Saavedra Ver el Decreto Nacional 1390 de 2011 Clara Eugenia López Obregon Ver el Decreto Nacional 2035 de 2011,Samuel Moreno Rojas María Fernanda Campo Saavedra Ver el Decreto Nacional 1390 de 2011 Clara Eugenia López Obregon Ver el Decreto Nacional 2035 de 2011,Moreno,Siglo XXI (2000-hoy)
2012,Alcalde,Gustavo Petro U. Ver Acta de Posesión,Gustavo Petro U. Ver Acta de Posesión,Petro,Siglo XXI (2000-hoy)
2016,Alcalde,Enrique Peñalosa Londoño,Enrique Peñalosa Londoño,Peñalosa,Siglo XXI (2000-hoy)
2020,Alcaldesa,Claudia López Hernández,Claudia López Hernández,López,Siglo XXI (2000-hoy)
2024,Alcalde,Carlos Fernando Galán Pachón,Carlos Fernando Galán Pachón,Fernando,Siglo XXI (2000-hoy)
