DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
5108705,1,3,1,68,1,1,582.04480179,68,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108708,1,1,1,68,1,1,842.8885453,68,2020,01,202001,80,1,4,5,2,,,4,3,,2,,,,,3
5108709,1,1,1,68,1,1,934.75113283,68,2020,01,202001,80,1,1,6,1,,1,9,1,,2,,,,980000,2
5108712,1,1,1,68,1,1,623.81477871,68,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108712,1,2,1,68,1,1,623.81477871,68,2020,01,202001,80,1,4,4,2,,,4,3,,2,,,,,3
5108712,1,4,1,68,1,1,623.81477871,68,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108714,1,1,1,68,1,1,1038.9713771,68,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108717,1,2,1,68,1,1,267.87799909,68,2020,01,202001,80,1,4,6,2,,,9,1,4,2,,,,,1
5108719,1,2,1,68,1,1,557.47013508,68,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108728,1,1,1,68,1,1,980.99169348,68,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108728,1,4,1,68,1,1,980.99169348,68,2020,01,202001,80,1,1,2,2,,,2,2,,2,,,,,2
5108736,1,2,1,68,1,1,663.88183335,68,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108737,1,1,1,68,1,1,808.29219234,68,2020,01,202001,80,1,4,4,2,,,10,3,,2,,,,,3
5108737,1,2,1,68,1,1,808.29219234,68,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108739,1,2,1,68,1,1,660.22945405,68,2020,01,202001,80,1,3,4,2,,,9,2,,2,,,,,2
5108741,1,2,1,68,1,1,1042.6008369,68,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5108741,1,3,1,68,1,1,1042.6008369,68,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108756,1,3,1,68,1,1,741.82549334,68,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108758,1,1,1,68,1,1,707.35119575,68,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108765,1,1,1,70,1,1,118.77712748,70,2020,01,202001,80,1,2,4,2,,,4,2,,2,,1,48,500000,2
5108765,1,2,1,70,1,1,118.77712748,70,2020,01,202001,80,1,2,4,2,,,4,2,,2,,1,48,450000,2
5108766,1,5,1,70,1,1,50.534929356,70,2020,01,202001,80,2,,,,2,,,2,,2,,2,,877802,2
5108767,1,3,1,70,1,1,109.56694302,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108767,1,7,1,70,1,1,109.56694302,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108768,1,1,1,70,1,1,127.07083,70,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5108770,1,2,1,70,1,1,136.38228169,70,2020,01,202001,80,1,1,1,2,,,1,2,,2,,1,48,828116,2
5108770,1,3,1,70,1,1,136.38228169,70,2020,01,202001,80,2,,,,2,,,2,,2,,2,,400000,2
5108771,1,6,1,70,1,1,50.534929356,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108772,1,1,1,70,1,1,114.39482254,70,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108772,1,2,1,70,1,1,114.39482254,70,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5108773,1,1,1,70,1,1,50.534929356,70,2020,01,202001,80,2,,,,2,,,2,,2,,2,,300000,2
5108773,1,5,1,70,1,1,50.534929356,70,2020,01,202001,80,1,3,4,2,,,1,2,,2,,1,42,300000,2
5108773,1,8,1,70,1,1,50.534929356,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,2,,500000,2
5108774,1,3,1,70,1,1,50.534929356,70,2020,01,202001,80,1,1,3,2,,,9,2,,2,,2,,828116,2
5108775,1,3,1,70,1,1,98.082631948,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108776,1,3,1,70,1,1,94.157721169,70,2020,01,202001,80,1,4,5,2,,,8,2,,2,,,,,2
5108777,1,1,1,70,1,1,100.71372696,70,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108778,1,1,1,70,1,1,112.71411933,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108780,1,2,1,70,1,1,87.217842611,70,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5108782,1,7,1,70,1,1,56.111442966,70,2020,01,202001,80,1,3,4,2,,,4,2,,2,,2,,600000,2
5108783,1,1,1,70,1,1,133.5368017,70,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5108783,1,3,1,70,1,1,133.5368017,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108783,1,5,1,70,1,1,133.5368017,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108785,1,2,1,70,1,1,66.748057377,70,2020,01,202001,80,1,4,3,2,,,1,2,,2,,,,,2
5108786,1,1,1,70,1,1,133.6600884,70,2020,01,202001,80,1,1,3,2,,,8,2,,2,,2,,400000,2
5108786,1,3,1,70,1,1,133.6600884,70,2020,01,202001,80,2,,,,2,,,2,,2,,1,48,600000,2
5108793,1,2,1,70,1,1,130.24232095,70,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5108794,1,2,1,70,1,1,128.67544239,70,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5108797,1,2,1,70,1,1,125.58713729,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108797,1,3,1,70,1,1,125.58713729,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108798,1,4,1,70,1,1,93.963560881,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108799,1,2,1,70,1,1,127.27219819,70,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5108800,1,2,1,70,1,1,128.67544239,70,2020,01,202001,80,1,3,3,2,,,9,2,,2,,1,24,400000,2
5108804,1,1,1,70,1,1,130.0786866,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108805,1,4,1,70,1,1,92.560316674,70,2020,01,202001,80,2,,,,2,,,2,,2,,1,48,877803,2
5108806,1,3,1,70,1,1,106.47863792,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108806,1,4,1,70,1,1,106.47863792,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108806,1,5,1,70,1,1,106.47863792,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108807,1,5,1,70,1,1,103.03329674,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108814,1,3,1,70,1,1,109.73705666,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108814,1,4,1,70,1,1,109.73705666,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108817,1,2,1,70,1,1,108.61563982,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,1,24,200000,2
5108817,1,3,1,70,1,1,108.61563982,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108819,1,2,1,70,1,1,127.07083,70,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5108820,1,1,1,70,1,1,112.90282646,70,2020,01,202001,80,1,1,4,2,,,4,2,,2,,1,42,877803,2
5108822,1,2,1,70,1,1,127.27219819,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108823,1,2,1,70,1,1,106.16282934,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108823,1,6,1,70,1,1,106.16282934,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108824,1,3,1,70,1,1,129.51750123,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108824,1,4,1,70,1,1,129.51750123,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108825,1,2,1,70,1,1,116.43245209,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108825,1,6,1,70,1,1,116.43245209,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108826,1,2,1,70,1,1,128.67544239,70,2020,01,202001,80,1,3,3,2,,,9,2,,2,,2,,500000,2
5108827,1,1,1,70,1,1,98.664532707,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108827,1,3,1,70,1,1,98.664532707,70,2020,01,202001,80,1,1,4,2,,,4,2,,2,,1,48,828116,2
5108828,1,2,1,70,1,1,88.867178408,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108828,1,5,1,70,1,1,88.867178408,70,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108830,1,1,1,70,1,1,74.963475513,70,2020,01,202001,80,1,4,5,2,,,8,2,,2,,,,,2
5108830,1,5,1,70,1,1,74.963475513,70,2020,01,202001,80,1,1,2,2,,,7,2,,2,,1,48,600000,2
5108830,1,8,1,70,1,1,74.963475513,70,2020,01,202001,80,2,,,,2,,,2,,2,,2,,500000,2
5108830,1,10,1,70,1,1,74.963475513,70,2020,01,202001,80,2,,,,2,,,2,,2,,2,,500000,2
5108831,1,2,1,70,1,1,137.98689408,70,2020,01,202001,80,1,1,4,2,,,4,2,,2,,2,,877802,2
5108831,1,3,1,70,1,1,137.98689408,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108833,1,1,1,70,1,1,110.02517865,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108833,1,2,1,70,1,1,110.02517865,70,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108838,1,2,1,70,1,1,101.95222754,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,1,42,877803,2
5108838,1,4,1,70,1,1,101.95222754,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108839,1,3,1,70,1,1,116.02511278,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108841,1,2,1,70,1,1,105.02860019,70,2020,01,202001,80,1,1,2,2,,,2,2,,2,,2,,600000,2
5108842,1,2,1,70,1,1,105.28473903,70,2020,01,202001,80,1,3,4,2,,,8,2,,2,,,,,2
5108845,1,3,1,70,1,1,112.51474921,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108845,1,4,1,70,1,1,112.51474921,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108847,1,1,1,70,1,1,110.38200136,70,2020,01,202001,80,1,3,5,2,,,10,2,,2,,2,,877803,3
5108848,1,2,1,70,1,1,113.75486049,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108850,1,2,1,70,1,1,112.74737194,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108850,1,4,1,70,1,1,112.74737194,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108851,1,3,1,70,1,1,109.32971735,70,2020,01,202001,80,1,3,2,2,,,2,2,,2,,2,,828116,2
5108852,1,1,1,70,1,1,109.61154472,70,2020,01,202001,80,1,4,3,2,,,1,2,4,2,,,,,1
5108855,1,2,1,70,1,1,119.64885135,70,2020,01,202001,80,1,2,3,2,,,9,2,,2,,1,48,877803,2
5108855,1,3,1,70,1,1,119.64885135,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108855,1,6,1,70,1,1,119.64885135,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108856,1,2,1,70,1,1,100.1839808,70,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5108856,1,3,1,70,1,1,100.1839808,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108859,1,3,1,70,1,1,92.842144038,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108862,1,2,1,70,1,1,88.459839098,70,2020,01,202001,80,1,4,5,2,,,8,3,,2,,,,,3
5108863,1,4,1,70,1,1,88.678584137,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108863,1,6,1,70,1,1,88.678584137,70,2020,01,202001,80,1,4,5,2,,,8,2,,2,,,,,2
5108865,1,1,1,70,1,1,98.663652852,70,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5108866,1,3,1,70,1,1,98.016030977,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108866,1,4,1,70,1,1,98.016030977,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108866,1,6,1,70,1,1,98.016030977,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108866,1,8,1,70,1,1,98.016030977,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108866,1,11,1,70,1,1,98.016030977,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108867,1,1,1,70,1,1,125.44053975,70,2020,01,202001,80,1,4,5,2,,,8,2,,2,,,,,2
5108867,1,2,1,70,1,1,125.44053975,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108868,1,1,1,70,1,1,92.723539714,70,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5108868,1,2,1,70,1,1,92.723539714,70,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,48,828116,2
5108868,1,4,1,70,1,1,92.723539714,70,2020,01,202001,80,2,,,,2,,,2,,2,,1,24,500000,2
5108868,1,5,1,70,1,1,92.723539714,70,2020,01,202001,80,2,,,,2,,,2,,2,,1,24,500000,2
5108870,1,2,1,70,1,1,145.37705563,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,2,,877803,2
5108870,1,3,1,70,1,1,145.37705563,70,2020,01,202001,80,2,,,,2,,,2,,2,,2,,500000,2
5108872,1,3,1,70,1,1,83.969399063,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108875,1,3,1,70,1,1,58.935960906,70,2020,01,202001,80,2,,,,2,,,2,,2,,1,48,877803,2
5108875,1,4,1,70,1,1,58.935960906,70,2020,01,202001,80,1,4,3,2,,,8,2,,2,,2,,600000,2
5108876,1,6,1,70,1,1,105.33984972,70,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5108876,1,7,1,70,1,1,105.33984972,70,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108877,1,1,1,70,1,1,110.38200136,70,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5108878,1,3,1,70,1,1,109.26442046,70,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5108886,1,3,1,70,1,1,109.12834917,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108887,1,1,1,73,1,1,418.80410393,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108887,1,2,1,73,1,1,418.80410393,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108887,1,4,1,73,1,1,418.80410393,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108888,1,1,1,73,1,1,275.65366924,73,2020,01,202001,80,1,3,3,2,,,4,2,,2,,,,,2
5108889,1,1,1,73,1,1,186.60074184,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108889,1,2,1,73,1,1,186.60074184,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108891,1,1,1,73,1,1,376.16047387,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108891,1,2,1,73,1,1,376.16047387,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108893,1,3,1,73,1,1,283.54118427,73,2020,01,202001,80,1,1,8,2,,,2,2,,1,800000,1,25,450000,2
5108894,1,3,1,73,1,1,456.0187959,73,2020,01,202001,80,1,2,9,2,,,12,2,,2,,,,,2
5108895,1,1,1,73,1,1,287.95960508,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108895,1,2,1,73,1,1,287.95960508,73,2020,01,202001,80,1,4,8,2,,,1,2,,2,,,,,2
5108895,1,4,1,73,1,1,287.95960508,73,2020,01,202001,80,1,4,3,2,,,2,2,,2,,,,,2
5108896,1,3,1,73,1,1,341.72660033,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108898,1,1,1,73,1,1,214.39170898,73,2020,01,202001,80,1,3,5,2,,,8,3,,2,,,,,3
5108899,1,1,1,73,1,1,326.60594097,73,2020,01,202001,80,1,2,6,1,,2,1,2,,2,,,,,2
5108899,1,3,1,73,1,1,326.60594097,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108900,1,3,1,73,1,1,185.44760091,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108902,1,3,1,73,1,1,339.14900996,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108904,1,2,1,73,1,1,287.79415988,73,2020,01,202001,80,2,,,,1,2,2,2,,2,,,,,2
5108905,1,4,1,73,1,1,136.03944505,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108906,1,2,1,73,1,1,158.26078487,73,2020,01,202001,80,1,1,1,2,,,1,2,,2,,,,,2
5108910,1,1,1,73,1,1,384.053521,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108912,1,2,1,73,1,1,214.550546,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108914,1,3,1,73,1,1,339.14900996,73,2020,01,202001,80,2,,,,2,,,2,,2,,2,,900000,2
5108915,1,2,1,73,1,1,395.76094835,73,2020,01,202001,80,1,2,8,2,,,1,2,,2,,1,48,828116,2
5108916,1,1,1,73,1,1,376.16047387,73,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5108916,1,2,1,73,1,1,376.16047387,73,2020,01,202001,80,1,4,4,2,,,1,2,,2,,,,,2
5108917,1,1,1,73,1,1,277.33622957,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108917,1,2,1,73,1,1,277.33622957,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108917,1,3,1,73,1,1,277.33622957,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108918,1,1,1,73,1,1,376.16047387,73,2020,01,202001,80,1,4,5,2,,,10,1,,2,,,,,2
5108918,1,2,1,73,1,1,376.16047387,73,2020,01,202001,80,1,2,4,2,,,4,2,,2,,1,48,828116,2
5108919,1,1,1,73,1,1,384.053521,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108920,1,1,1,73,1,1,544.1577802,73,2020,01,202001,80,1,4,5,1,,3,1,1,,2,,,,,2
5108920,1,2,1,73,1,1,544.1577802,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108920,1,5,1,73,1,1,544.1577802,73,2020,01,202001,80,1,1,2,2,,,2,2,,2,,,,,2
5108923,1,1,1,73,1,1,136.03944505,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108923,1,2,1,73,1,1,136.03944505,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108925,1,3,1,73,1,1,222.7602383,73,2020,01,202001,80,1,1,8,2,,,2,2,,2,,,,,2
5108926,1,1,1,73,1,1,471.59613,73,2020,01,202001,80,1,3,3,2,,,10,3,,2,,,,,3
5108926,1,2,1,73,1,1,471.59613,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108926,1,3,1,73,1,1,471.59613,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108927,1,2,1,73,1,1,203.40200069,73,2020,01,202001,80,1,2,4,2,,,4,2,,2,,1,40,828116,2
5108928,1,1,1,73,1,1,395.09701793,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108928,1,2,1,73,1,1,395.09701793,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108930,1,2,1,73,1,1,382.37813576,73,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5108931,1,1,1,73,1,1,384.053521,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108932,1,4,1,73,1,1,235.58209747,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108935,1,3,1,73,1,1,224.26491408,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108936,1,2,1,73,1,1,326.77031008,73,2020,01,202001,80,1,1,3,2,,,9,2,,2,,2,,800000,2
5108937,1,1,1,73,1,1,309.9681971,73,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,48,828116,2
5108938,1,2,1,73,1,1,513.2298097,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108938,1,3,1,73,1,1,513.2298097,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108938,1,4,1,73,1,1,513.2298097,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108941,1,1,1,73,1,1,90.692963366,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108942,1,1,1,73,1,1,331.26149493,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108943,1,2,1,73,1,1,184.46545664,73,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5108944,1,2,1,73,1,1,394.5186264,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108946,1,3,1,73,1,1,482.60615021,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108950,1,2,1,73,1,1,184.46545664,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108951,1,3,1,73,1,1,318.95720208,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108951,1,4,1,73,1,1,318.95720208,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108957,1,1,1,73,1,1,544.1577802,73,2020,01,202001,80,1,1,5,2,,,10,3,,2,,,,,3
5108965,1,1,1,73,1,1,384.053521,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108969,1,1,1,73,1,1,384.053521,73,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5108978,1,2,1,73,1,1,382.37813576,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5108979,1,2,1,73,1,1,495.42800938,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,1,60,850000,2
5108984,1,2,1,73,1,1,90.692963366,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108985,1,4,1,73,1,1,136.03944505,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5108986,1,2,1,73,1,1,508.81082197,73,2020,01,202001,80,2,,,,2,,,2,,2,,2,,830000,2
5108990,1,1,1,73,1,1,376.16047387,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5108990,1,2,1,73,1,1,376.16047387,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5108993,1,2,1,73,1,1,437.98596144,73,2020,01,202001,80,1,3,8,1,,1,1,2,,2,,,,,2
5109000,1,1,1,73,1,1,376.16047387,73,2020,01,202001,80,1,2,5,2,,,10,3,,2,,,,,3
5109000,1,2,1,73,1,1,376.16047387,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5109001,1,2,1,73,1,1,136.03944505,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5109007,1,2,1,73,1,1,463.66960615,73,2020,01,202001,80,1,2,4,1,,1,2,2,,2,,1,24,828116,2
5109013,1,2,1,76,1,1,1262.4361937,76,2020,01,202001,80,1,3,4,2,,,8,2,,2,,,,,2
5109014,1,1,1,76,1,1,1139.6408059,76,2020,01,202001,80,1,4,1,2,,,9,2,,2,,,,,2
5109015,1,2,1,76,1,1,761.3964528,76,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5109016,1,3,1,76,1,1,1037.7558458,76,2020,01,202001,80,1,1,6,2,,,11,2,,2,,,,,2
5109016,1,4,1,76,1,1,1037.7558458,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5109017,1,4,1,76,1,1,619.92626254,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5109018,1,2,1,76,1,1,1013.7150681,76,2020,01,202001,80,1,4,3,2,,,9,3,,2,,,,,3
5109018,1,3,1,76,1,1,1013.7150681,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5109019,1,2,1,76,1,1,1413.7392712,76,2020,01,202001,80,1,3,1,2,,,9,1,,2,,2,,900000,2
5109019,1,3,1,76,1,1,1413.7392712,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5109020,1,2,1,76,1,1,1257.6656038,76,2020,01,202001,80,1,3,6,1,,1,5,2,,2,,,,3000000,2
5109021,1,2,1,76,1,1,1158.3616851,76,2020,01,202001,80,1,1,2,2,,,2,2,,2,,,,,2
5109022,1,3,1,76,1,1,657.5171058,76,2020,01,202001,80,1,2,8,2,,,2,2,,1,400000,,,,2
5109024,1,1,1,76,1,1,1169.5110611,76,2020,01,202001,80,1,2,3,1,,2,5,2,,2,,1,16,400000,2
5109025,1,1,1,76,1,1,955.03099401,76,2020,01,202001,80,1,4,7,2,,,8,2,,2,,,,,2
5109026,1,1,1,76,1,1,874.39313745,76,2020,01,202001,80,1,4,7,1,,4,8,2,,2,,,,,2
5109026,1,4,1,76,1,1,874.39313745,76,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5109027,1,2,1,76,1,1,1282.7692217,76,2020,01,202001,80,1,3,4,2,,,4,2,,1,50000,2,,98,2
5109028,2,2,2,76,1,1,1322.3970738,76,2020,01,202001,80,1,2,6,2,,,9,2,,2,,,,,2
5109030,1,2,1,76,1,1,1348.6421778,76,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5109030,1,7,1,76,1,1,1348.6421778,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5109032,1,1,1,76,1,1,484.6534235,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5109038,1,1,1,76,1,1,946.00626467,76,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5109040,1,1,1,76,1,1,1088.2619712,76,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5109040,1,4,1,76,1,1,1088.2619712,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5109041,1,3,1,76,1,1,973.70767641,76,2020,01,202001,80,1,1,6,2,,,9,1,,2,,1,48,700000,2
5109042,1,1,1,76,1,1,1161.5319005,76,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5109042,1,3,1,76,1,1,1161.5319005,76,2020,01,202001,80,1,1,8,2,,,2,2,,2,,1,48,850000,2
5109043,1,1,1,76,1,1,1721.2918375,76,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5109043,1,2,1,76,1,1,1721.2918375,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5109043,1,4,1,76,1,1,1721.2918375,76,2020,01,202001,80,2,,,,2,,,2,,2,,2,,828116,2
5109043,1,6,1,76,1,1,1721.2918375,76,2020,01,202001,80,1,4,6,2,,,11,1,,2,,,,,2
5109044,1,2,1,76,1,1,592.18065401,76,2020,01,202001,80,1,1,1,2,,,9,1,4,2,,1,35,877803,1
5109045,1,1,1,76,1,1,1078.8263889,76,2020,01,202001,80,1,1,8,2,,,9,2,,1,120000,,,,2
5109047,1,3,1,76,1,1,775.55110041,76,2020,01,202001,80,1,4,3,2,,,11,2,,2,,,,,2
5109048,1,1,1,76,1,1,1169.5208402,76,2020,01,202001,80,1,4,6,2,,,8,3,,2,,2,,1500000,3
5109048,1,2,1,76,1,1,1169.5208402,76,2020,01,202001,80,1,4,4,2,,,4,2,,2,,1,20,870000,2
