DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY
5126969,1,4,1,,1,4762,47,1,3708.6473578,25,2020,01,202001,70,4,48,1,2,4,1,5,2,4,,,,,,,,1,1,1500000,877803,2,,84,84,1
5126974,2,1,2,,1,6511,65,1,5981.6366674,25,2020,01,202001,70,4,48,1,2,4,1,9,2,6,,,,,,,,1,2,,877803,2,,39,39,1
5126976,1,1,1,,1,8121,81,1,3445.4876242,25,2020,01,202001,70,3,48,1,2,4,1,1,2,2,,,,,,,,1,1,400000,877803,2,,54,54,1
5126987,1,3,1,,1,.,,1,5401.18883,25,2020,01,202001,70,3,48,1,1,,,,,,,,,,,,,,,,1000000,,,53,,1
5126989,1,3,1,,1,1089,10,1,1835.1136844,25,2020,01,202001,70,12,60,1,2,12,1,8,2,3,,,,,,,,1,2,,877803,2,,97,97,1
5126989,1,5,1,,1,4719,47,1,1835.1136844,25,2020,01,202001,70,10,48,1,2,26,1,2,2,4,,,,,,,,1,2,,900000,2,,39,45,1
5126989,1,6,1,,1,9700,97,1,1835.1136844,25,2020,01,202001,70,42,48,1,2,36,3,1,2,2,,,,,,,,1,2,,877803,2,,79,54,2
5126991,1,1,1,,1,2023,20,1,3963.4012245,25,2020,01,202001,70,4,48,1,2,4,1,6,2,4,,,,,,,,1,2,,877803,2,,97,97,1
5127004,1,2,1,,1,5619,56,1,3445.4876242,25,2020,01,202001,70,104,18,1,2,156,4,2,2,1,,,,,,,,1,2,,150000,2,,53,77,2
5127007,1,2,1,,1,5611,56,1,2653.6544143,25,2020,01,202001,70,2,60,1,2,3,1,2,2,7,,,,,,,,1,1,600000,600000,2,,53,53,1
5127024,1,1,1,,2,8412,84,1,3855.0322243,25,2020,01,202001,70,1,40,2,2,3,2,9,2,2,,,,,,,,1,1,2300000,2000000,2,,19,19,1
5127033,1,2,1,,1,5611,56,1,4100.3610293,25,2020,01,202001,70,8,50,1,2,8,1,3,2,1,,,,,,,,1,2,,600000,2,,53,53,1
5127035,1,1,1,,1,8230,82,1,2778.0215718,25,2020,01,202001,70,12,48,1,2,12,1,3,2,1,,,,,,,,1,2,,877803,2,,97,97,1
5127036,1,2,1,,1,9700,97,1,2965.4524967,25,2020,01,202001,70,8,48,1,2,8,3,1,2,1,,,,,,,,1,2,,877803,2,,58,54,1
5127041,1,1,1,,1,4111,41,1,3936.5417487,25,2020,01,202001,70,8,48,1,2,8,1,3,2,1,,,,,,,,1,2,,877803,2,,97,95,1
5127043,1,4,1,,1,4665,46,1,2055.3161565,25,2020,01,202001,70,12,48,1,2,12,1,3,2,1,,,,,,,,1,2,,877803,2,,99,99,1
5127050,1,1,1,,1,0125,01,1,5336.0551042,25,2020,01,202001,70,8,48,1,2,8,1,9,2,3,,,,1,,,,,2,,877803,2,,62,62,1
5127052,1,1,1,,1,4921,49,1,4399.3386055,25,2020,01,202001,70,24,48,4,2,24,4,1,2,1,,,,,,,,1,2,,877803,1,1,98,98,2
5127053,1,2,1,,1,2219,22,1,4100.3610293,25,2020,01,202001,70,3,48,1,2,8,1,3,2,4,,,,,,,,1,2,,877803,2,,44,39,1
5127054,1,3,1,,1,8691,86,1,2941.8408524,25,2020,01,202001,70,104,48,1,2,104,1,3,2,4,,,,,,,,1,2,,877803,2,,59,59,2
5127055,1,2,1,,1,5611,56,1,4583.9018764,25,2020,01,202001,70,2,48,1,2,12,1,4,2,2,,,,,,,,1,2,,877803,2,,53,53,1
5127056,1,4,1,,1,8220,82,1,3539.7771735,25,2020,01,202001,70,4,48,1,2,4,1,9,2,4,,,,,,,,1,1,1000000,877803,2,,38,38,1
5127057,1,2,1,,2,4719,47,1,3855.0322243,25,2020,01,202001,70,103,48,1,2,5,1,2,2,9,,,1,,,,,,2,,700000,2,,52,45,2
5127062,1,1,1,,2,2392,23,1,5500.2345603,25,2020,01,202001,70,36,48,1,2,36,1,6,2,1,,,,,,,,1,2,,800000,2,,98,97,2
5127072,1,1,1,,2,4789,47,1,4423.9162018,25,2020,01,202001,70,8,56,1,2,6,4,1,2,1,,,,,,,,1,2,,877803,2,,62,45,1
5127113,1,1,1,,2,4923,49,1,2262.9564985,27,2020,01,202001,70,12,50,4,2,12,4,1,2,8,,,,,,,,1,2,,300000,2,,98,98,1
5127117,1,2,1,,1,8890,88,1,709.47255052,27,2020,01,202001,70,4,40,4,2,10,4,5,2,1,,,,,,,,1,2,,900000,2,,13,13,1
5127118,1,2,1,,1,9499,94,1,818.60245114,27,2020,01,202001,70,15,40,1,2,15,1,3,2,1,,,,,,,,1,2,,877000,2,,53,53,2
5127120,1,1,1,,1,8511,85,1,416.39645384,27,2020,01,202001,70,50,40,2,2,160,2,6,2,1,,,,,,,,1,2,,877000,2,,13,13,2
5127128,1,3,1,,1,5630,56,1,291.84301816,27,2020,01,202001,70,56,40,1,2,64,1,1,2,1,,,,,,,,1,2,,900000,2,,13,53,2
5127129,1,2,1,,1,4210,42,1,535.30052148,27,2020,01,202001,70,96,48,1,2,26,1,7,2,1,,,,,,,,1,2,,1000000,2,,95,95,2
5127129,1,3,1,,1,4773,47,1,535.30052148,27,2020,01,202001,70,8,40,1,2,12,1,2,2,1,,,,,,,,1,2,,200000,2,,45,45,1
5127130,1,2,1,,1,9700,97,1,476.57900193,27,2020,01,202001,70,4,40,1,2,24,3,1,2,1,,,,,,,,1,2,,240000,2,,45,54,1
5127134,1,1,1,,1,8890,88,1,1167.3720727,27,2020,01,202001,70,24,40,4,2,24,1,6,2,1,,,,,,,,1,2,,1800000,2,,19,19,2
5127139,1,4,1,,1,4111,41,1,423.51018601,27,2020,01,202001,70,16,40,1,2,20,1,4,2,1,,,,,,,,1,2,,300000,2,,95,95,2
5127140,1,3,1,,1,.,,1,291.84301816,27,2020,01,202001,70,20,40,1,1,,,,,,,,,,,,,,,,877000,,,02,,2
5127154,1,1,1,,2,8890,88,1,1614.4136032,27,2020,01,202001,70,14,40,1,2,19,1,3,2,1,,,,,,,,1,2,,700000,2,,58,58,2
5127169,1,2,1,,2,.,,1,1069.1110172,27,2020,01,202001,70,60,40,1,1,,,,,,,,,,,,,,,,500000,,,45,,2
5127171,1,1,1,,2,9700,97,1,1468.7964445,27,2020,01,202001,70,25,40,3,2,45,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,2
5127185,1,3,1,,2,8890,88,1,615.08834121,27,2020,01,202001,70,13,40,2,2,12,1,3,2,1,,,,,,,,1,2,,877000,2,,13,13,1
5127187,1,2,1,,1,.,,1,457.66933861,27,2020,01,202001,70,16,40,2,1,,,,,,,,,,,,,,,,1600000,,,58,,2
5127187,1,3,1,,1,.,,1,457.66933861,27,2020,01,202001,70,30,40,2,1,,,,,,,,,,,,,,,,1200000,,,59,,2
5127196,1,1,1,,1,4111,41,1,554.21018479,27,2020,01,202001,70,25,48,1,2,25,4,4,2,2,,,,,,,,1,2,,900000,2,,95,95,2
5127208,1,2,1,,2,8890,88,1,1732.9995377,27,2020,01,202001,70,8,40,1,2,8,1,7,2,1,,,,,,,,1,2,,1405000,2,,12,12,1
5127237,1,2,1,,2,0141,01,1,1633.311312,27,2020,01,202001,70,5,40,8,2,8,8,2,2,1,,,,,,,,1,2,,450000,2,,62,62,1
5127242,1,2,1,,2,4111,41,1,615.08834121,27,2020,01,202001,70,3,40,4,2,5,4,2,2,1,,,,,,,,1,2,,500000,2,,95,95,1
5127254,1,1,1,,1,5611,56,1,648.47583587,27,2020,01,202001,70,3,40,4,2,4,4,1,2,2,,,,1,,,,,2,,840000,2,,51,51,1
5127258,1,2,1,,1,8890,88,1,291.84301816,27,2020,01,202001,70,3,40,1,2,5,4,8,2,4,,1,,,,,,,1,1200000,1200000,1,2,13,13,1
5127261,1,1,1,,1,0729,07,1,841.66425895,27,2020,01,202001,70,4,50,1,2,5,1,9,2,8,,,,,,,,1,2,,900000,2,,95,95,1
5127262,1,1,1,,1,8412,84,1,1145.6107261,27,2020,01,202001,70,2,40,4,2,3,4,8,2,9,1,,,,,,,,1,1600000,1200000,1,2,18,18,1
5127282,1,1,1,,1,4731,47,1,427.78755398,27,2020,01,202001,70,6,50,1,2,7,1,5,2,7,,,,,,,,1,2,,900000,2,,98,98,1
5127284,1,3,1,,1,8412,84,1,479.55516997,27,2020,01,202001,70,2,40,2,2,5,4,8,2,1,,,,,,,,1,2,,1300000,2,,33,33,1
5127285,1,1,1,,1,4210,42,1,793.87169441,27,2020,01,202001,70,16,48,1,2,18,1,5,2,7,,,,,,,,1,2,,4000000,2,,95,95,2
5127300,1,1,1,,1,4111,41,1,581.00744753,27,2020,01,202001,70,5,50,1,2,7,1,3,2,1,,,,,,,,1,2,,1400000,2,,95,95,1
5127304,1,1,1,,1,6920,69,1,648.47583587,27,2020,01,202001,70,2,40,4,2,3,4,1,2,3,,1,,1,,,,,1,3000000,2000000,1,2,11,11,1
5127326,1,2,1,,1,8890,88,1,774.5315122,27,2020,01,202001,70,40,40,1,2,4,1,6,2,2,,,,,,,,1,2,,840000,2,,59,59,2
5127349,1,2,1,,2,4921,49,1,615.08834121,27,2020,01,202001,70,4,40,1,2,12,1,2,2,4,,,,,,,,1,2,,828116,2,,44,98,1
5127360,1,3,1,,2,4921,49,1,615.08834121,27,2020,01,202001,70,4,40,1,2,10,1,4,2,1,,,,,,,,1,2,,900000,2,,98,98,1
5127385,1,2,1,,1,8890,88,1,1141.2045037,52,2020,01,202001,70,6,40,1,2,6,1,9,2,3,,,1,,,,,,2,,1120000,2,,54,54,1
5127409,1,3,1,,1,1522,15,1,731.78508363,52,2020,01,202001,70,3,48,1,2,3,1,4,2,1,,,,,,,,1,1,180000,700000,2,,80,80,1
5127410,1,2,1,,1,8621,86,1,2159.5404616,52,2020,01,202001,70,4,40,4,2,3,4,1,2,1,,,,,,,,1,2,,2300000,2,,06,06,1
5127411,1,1,1,,1,4631,46,1,967.08387197,52,2020,01,202001,70,2,40,1,2,2,1,2,2,1,,,,,,,,1,1,828116,900000,2,,42,42,1
5127421,1,3,1,,1,4111,41,1,1671.5999835,52,2020,01,202001,70,2,44,1,2,2,1,2,2,1,,,,,,,,1,1,450000,480000,2,,95,95,1
5127424,1,2,1,,1,1921,19,1,2180.1503082,52,2020,01,202001,70,4,30,4,2,52,4,1,2,1,,,,,,,,1,1,15000,200000,2,,55,80,1
5127430,1,1,1,,1,4210,42,1,1632.6297598,52,2020,01,202001,70,52,48,1,2,52,1,6,2,4,,,,,,,,1,2,,800000,2,,33,58,2
5127430,1,3,1,,1,5611,56,1,1632.6297598,52,2020,01,202001,70,4,40,1,2,16,1,3,2,4,,,,,,,,1,2,,900000,2,,45,53,1
5127432,1,2,1,,1,5611,56,1,2493.8992848,52,2020,01,202001,70,4,40,1,2,8,1,4,2,7,,,,,,,,1,2,,400000,2,,53,53,1
5127455,1,2,1,,2,9602,96,1,6239.9268282,52,2020,01,202001,70,2,40,1,2,2,1,3,2,1,,,,,,,,1,1,450000,300000,2,,57,57,1
5127479,1,4,1,,1,0161,01,1,1825.0609457,52,2020,01,202001,70,12,48,4,2,3,4,1,2,4,,,,,,,,1,1,400000,500000,2,,61,61,1
5127486,1,1,1,,1,8412,84,1,1298.2987531,52,2020,01,202001,70,3,40,4,2,3,4,9,2,1,,,1,,,,,,1,1750000,1800000,2,,39,39,1
5127487,1,1,1,,1,4290,42,1,2071.2440207,52,2020,01,202001,70,24,48,1,2,24,1,4,2,1,,,,,,,,1,2,,1500000,2,,32,32,2
5127489,1,1,1,,1,8890,88,1,1716.1122559,52,2020,01,202001,70,4,40,1,2,4,4,9,2,1,,,1,,,,,,1,1200000,828116,2,,19,19,1
5127490,1,2,1,,1,1709,17,1,2162.6689947,52,2020,01,202001,70,48,24,1,2,432,1,9,2,1,,,,,,,,1,2,,700000,2,,55,97,2
5127491,1,2,1,,1,1040,10,1,1509.7819857,52,2020,01,202001,70,48,48,1,2,12,1,8,2,1,,,,,,,,1,2,,828116,2,,32,19,2
5127492,1,4,1,,1,8412,84,1,1024.9978599,52,2020,01,202001,70,4,40,4,2,4,2,9,2,3,,,1,,,,,,1,3400000,1500000,2,,21,21,1
5127507,1,3,1,,1,0161,01,1,2080.9853192,52,2020,01,202001,70,8,48,1,2,4,4,1,2,1,,,,,,,,1,1,200000,300000,2,,98,61,1
5127510,1,5,1,,1,8412,84,1,1036.1736629,52,2020,01,202001,70,4,48,2,2,4,4,9,2,1,,,,,,,,1,1,1700000,1500000,2,,32,32,1
5127524,1,4,1,,2,.,,1,2833.010177,52,2020,01,202001,70,48,48,1,1,,,,,,,,,,,,,,,,800000,,,53,,2
5127548,1,2,1,,2,0161,01,1,2402.007022,52,2020,01,202001,70,4,40,1,2,4,4,1,2,1,,,,,,,,1,1,100000,300000,2,,45,61,1
5127567,1,1,1,,2,8890,88,1,2418.7213108,52,2020,01,202001,70,4,48,1,2,4,4,9,2,3,,,,,,,,1,1,280000,828116,2,,54,54,1
5127581,1,3,1,,1,9700,97,1,1052.6370423,68,2020,01,202001,70,8,48,1,2,8,3,1,2,1,,,,,,,,1,2,,828116,2,,45,54,1
5127582,1,1,1,,1,9529,95,1,1360.5827451,70,2020,01,202001,70,4,36,4,2,56,4,1,2,1,,,,,,,,1,2,,800000,2,,79,79,1
5127582,1,2,1,,1,4330,43,1,1360.5827451,70,2020,01,202001,70,4,48,1,2,6,4,2,2,1,,,,,,,,1,1,300000,800000,2,,58,93,1
5127586,1,3,1,,1,9700,97,1,1107.3708655,70,2020,01,202001,70,2,48,3,2,2,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,1
5127588,1,2,1,,1,5619,56,1,720.20069508,70,2020,01,202001,70,6,48,1,2,52,1,2,2,1,,,,,,,,1,2,,800000,2,,45,45,1
5127591,1,1,1,,1,9602,96,1,1698.4619473,70,2020,01,202001,70,6,48,4,2,3,4,1,2,1,,,,,,,,1,2,,500000,2,,57,57,1
5127594,1,5,1,,1,.,,1,1460.2880608,70,2020,01,202001,70,3,48,4,1,,,,,,,,,,,,,,,,300000,,,99,,1
5127594,1,9,1,,1,4520,45,1,1460.2880608,70,2020,01,202001,70,7,48,1,2,52,4,2,2,1,,,,,,,,1,2,,800000,2,,58,99,1
5127606,1,2,1,,1,3110,31,1,1834.3876051,70,2020,01,202001,70,4,40,4,2,6,1,3,2,1,,,,,,,,1,2,,400000,2,,83,81,1
5127609,1,2,1,,1,0141,01,1,1197.5473568,70,2020,01,202001,70,2,45,8,2,2,8,2,2,3,,,,,,,,1,1,300000,400000,2,,62,62,1
5127609,1,3,1,,1,.,,1,1197.5473568,70,2020,01,202001,70,6,40,3,1,,,,,,,,,,,,,,,,200000,,,54,,1
5127613,1,2,1,,1,8890,88,1,699.13494467,70,2020,01,202001,70,7,40,1,2,12,1,9,2,1,,,,,,,,1,2,,800000,2,,13,13,1
5127622,1,1,1,,1,8530,85,1,1420.3105597,70,2020,01,202001,70,4,40,4,2,4,4,4,2,1,,,,,,,,1,1,800000,800000,2,,13,13,1
5127622,1,2,1,,1,4330,43,1,1420.3105597,70,2020,01,202001,70,3,40,4,2,3,4,1,2,1,,,,,,,,1,1,1000000,400000,2,,93,93,1
5127623,1,3,1,,1,4921,49,1,526.92618392,70,2020,01,202001,70,6,40,1,2,6,1,2,2,1,,,,,,,,1,2,,826000,2,,98,98,1
