DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P6290,P6230,P6240,P6250,P6260,P6270,P6280,P6300,P6310,P6320,P6330,P6340,P6350,P6351,FT
5105378,1,1,1,05,1,889.28414475,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105378,1,2,1,05,1,889.28414475,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105379,1,1,1,05,1,1375.483677,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105379,1,2,1,05,1,1375.483677,05,2020,01,202001,50,,2,6,2,2,2,2,2,,,,,,,1
5105379,1,3,1,05,1,1375.483677,05,2020,01,202001,50,,3,6,2,2,2,2,1,13,,,,,,1
5105380,1,1,1,05,1,1459.0538525,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105381,1,1,1,05,1,1291.6149595,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105381,1,2,1,05,1,1291.6149595,05,2020,01,202001,50,,2,4,2,2,2,2,1,10,,,,,,1
5105382,1,1,1,05,1,1164.5649217,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105382,1,2,1,05,1,1164.5649217,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105382,1,3,1,05,1,1164.5649217,05,2020,01,202001,50,2,3,2,2,2,2,1,,,,,,,1,1
5105383,1,1,1,05,1,1508.1320027,05,2020,01,202001,50,,1,6,1,,,,,,,,,,,1
5105384,1,1,1,05,1,1203.1939943,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105384,1,2,1,05,1,1203.1939943,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105384,1,3,1,05,1,1203.1939943,05,2020,01,202001,50,,2,6,2,2,2,2,2,,,,,,,1
5105385,1,1,1,05,1,1189.6699055,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105385,1,2,1,05,1,1189.6699055,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105386,1,1,1,05,1,1459.0538525,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105387,1,1,1,05,1,1672.9377879,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105387,1,2,1,05,1,1672.9377879,05,2020,01,202001,50,,2,4,2,2,2,2,1,10,,,,,,1
5105388,1,1,1,05,1,871.20780832,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105388,1,2,1,05,1,871.20780832,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105388,1,3,1,05,1,871.20780832,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105389,1,1,1,05,1,1445.528866,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105389,1,2,1,05,1,1445.528866,05,2020,01,202001,50,3,2,4,2,2,2,1,,,,,,,1,1
5105390,1,1,1,05,1,1291.6149595,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105390,1,2,1,05,1,1291.6149595,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105391,1,1,1,05,1,844.26336331,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105391,1,2,1,05,1,844.26336331,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105391,1,3,1,05,1,844.26336331,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105391,1,4,1,05,1,844.26336331,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105392,1,1,1,05,1,1772.9637021,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105392,1,2,1,05,1,1772.9637021,05,2020,01,202001,50,,2,6,2,2,2,2,1,10,,,,,,1
5105393,1,1,1,05,1,579.63719234,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105393,1,2,1,05,1,579.63719234,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105393,1,3,1,05,1,579.63719234,05,2020,01,202001,50,,3,2,1,,,,,,,,,,,1
5105393,1,4,1,05,1,579.63719234,05,2020,01,202001,50,,4,1,,,,,,,,,,,,1
5105395,1,1,1,05,1,1383.0063056,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105396,1,1,1,05,1,1128.9911095,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105396,1,2,1,05,1,1128.9911095,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105398,1,1,1,05,1,935.63753371,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105398,1,2,1,05,1,935.63753371,05,2020,01,202001,50,,2,6,2,2,2,2,1,2,1,2,,,,1
5105398,1,3,1,05,1,935.63753371,05,2020,01,202001,50,,3,6,1,,,,,,,,,,,1
5105398,1,4,1,05,1,935.63753371,05,2020,01,202001,50,,4,1,,,,,,,,,,,,1
5105399,1,1,1,05,1,1367.6625064,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105399,1,2,1,05,1,1367.6625064,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105400,1,1,1,05,1,886.23582525,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105400,1,2,1,05,1,886.23582525,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105400,1,3,1,05,1,886.23582525,05,2020,01,202001,50,2,3,3,2,2,2,1,,,,,,,1,1
5105401,1,1,1,05,1,1732.4951683,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105401,1,2,1,05,1,1732.4951683,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105402,1,1,1,05,1,946.91462122,05,2020,01,202001,50,,3,6,1,,,,,,,,,,,1
5105402,1,2,1,05,1,946.91462122,05,2020,01,202001,50,,3,6,2,1,,,,,,,,,,1
5105402,1,3,1,05,1,946.91462122,05,2020,01,202001,50,2,3,3,2,2,2,1,,,,,,,1,1
5105403,1,1,1,05,1,1594.6468168,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105403,1,2,1,05,1,1594.6468168,05,2020,01,202001,50,,1,6,2,2,2,2,1,10,,,,,,1
5105403,1,3,1,05,1,1594.6468168,05,2020,01,202001,50,,3,6,2,1,,,,,,,,,,1
5105403,1,8,1,05,1,1594.6468168,05,2020,01,202001,50,,8,1,,,,,,,,,,,,1
5105404,1,1,1,05,1,1005.8002255,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105404,1,2,1,05,1,1005.8002255,05,2020,01,202001,50,,2,6,2,1,,,,,,,,,,1
5105405,1,1,1,05,1,1113.6473103,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105405,1,2,1,05,1,1113.6473103,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105405,1,4,1,05,1,1113.6473103,05,2020,01,202001,50,,2,5,,,,,,,,,,,,1
5105406,1,1,1,05,1,980.67549089,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105407,1,1,1,05,1,759.22770894,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105407,1,2,1,05,1,759.22770894,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105407,1,3,1,05,1,759.22770894,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105409,1,1,1,05,1,1402.4109463,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105409,1,2,1,05,1,1402.4109463,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105409,1,3,1,05,1,1402.4109463,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105410,1,1,1,05,1,1671.7948933,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105410,1,2,1,05,1,1671.7948933,05,2020,01,202001,50,,2,6,2,2,2,2,1,13,,,,,,1
5105412,1,1,1,05,1,1330.1643535,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105412,1,2,1,05,1,1330.1643535,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105413,1,1,1,05,1,1531.3004453,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105413,1,2,1,05,1,1531.3004453,05,2020,01,202001,50,,2,3,2,2,2,2,2,,,,,,,1
5105414,1,1,1,05,1,1143.2993408,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105415,1,1,1,05,1,1162.7254605,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105415,1,2,1,05,1,1162.7254605,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105415,1,3,1,05,1,1162.7254605,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105416,1,1,1,05,1,1162.7254605,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105416,1,2,1,05,1,1162.7254605,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105416,1,3,1,05,1,1162.7254605,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105417,1,1,1,05,1,590.24816725,05,2020,01,202001,50,,2,6,2,2,2,2,1,3,1,2,,,,1
5105417,1,2,1,05,1,590.24816725,05,2020,01,202001,50,,2,6,2,1,,,,,,,,,,1
5105417,1,3,1,05,1,590.24816725,05,2020,01,202001,50,,2,3,2,2,2,2,1,3,1,2,,,,1
5105417,1,4,1,05,1,590.24816725,05,2020,01,202001,50,,4,6,2,2,2,2,2,,,,,,,1
5105417,1,5,1,05,1,590.24816725,05,2020,01,202001,50,,4,1,,,,,,,,,,,,1
5105418,1,1,1,05,1,973.15286229,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105418,1,2,1,05,1,973.15286229,05,2020,01,202001,50,,3,6,2,2,2,2,2,,,,,,,1
5105418,1,3,1,05,1,973.15286229,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105419,1,1,1,05,1,826.68100808,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105419,1,2,1,05,1,826.68100808,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105419,1,3,1,05,1,826.68100808,05,2020,01,202001,50,3,3,6,2,2,2,1,,,,,,,1,1
5105421,1,1,1,05,1,857.42613677,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105421,1,2,1,05,1,857.42613677,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105421,1,3,1,05,1,857.42613677,05,2020,01,202001,50,,3,4,2,2,2,2,1,3,1,2,,,,1
5105422,1,1,1,05,1,1359.0279383,05,2020,01,202001,50,,1,2,1,,,,,,,,,,,1
5105423,1,1,1,05,1,929.69447901,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105423,1,2,1,05,1,929.69447901,05,2020,01,202001,50,,2,6,2,2,2,2,1,3,1,1,,4,1,1
5105424,1,1,1,05,1,1162.7254605,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105424,1,2,1,05,1,1162.7254605,05,2020,01,202001,50,,2,6,2,2,2,2,2,,,,,,,1
5105424,1,3,1,05,1,1162.7254605,05,2020,01,202001,50,,3,4,2,1,,,,,,,,,,1
5105425,1,1,1,05,1,1470.6588016,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105425,1,2,1,05,1,1470.6588016,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105426,1,1,1,05,1,868.98916433,05,2020,01,202001,50,2,1,6,2,2,2,1,,,,,,,2,1
5105426,1,2,1,05,1,868.98916433,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105426,1,3,1,05,1,868.98916433,05,2020,01,202001,50,2,2,4,2,2,2,1,,,,,,,1,1
5105426,1,4,1,05,1,868.98916433,05,2020,01,202001,50,,4,1,,,,,,,,,,,,1
5105426,1,6,1,05,1,868.98916433,05,2020,01,202001,50,,6,6,2,2,2,2,1,5,1,1,,12,1,1
5105427,1,1,1,05,1,889.28414475,05,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105427,1,2,1,05,1,889.28414475,05,2020,01,202001,50,,2,6,2,2,2,2,2,,,,,,,1
5105428,1,1,1,05,1,1508.1320027,05,2020,01,202001,50,,1,4,1,,,,,,,,,,,1
5105429,1,1,1,05,1,579.63719234,05,2020,01,202001,50,,1,6,1,,,,,,,,,,,1
5105429,1,2,1,05,1,579.63719234,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105429,1,3,1,05,1,579.63719234,05,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105430,1,1,1,05,1,1831.7326367,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105430,1,2,1,05,1,1831.7326367,05,2020,01,202001,50,,2,6,2,2,2,2,1,11,,,,,,1
5105430,1,3,1,05,1,1831.7326367,05,2020,01,202001,50,,3,6,2,2,2,2,1,13,,,,,,1
5105431,1,1,1,05,1,579.63719234,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105431,1,2,1,05,1,579.63719234,05,2020,01,202001,50,,2,4,1,,,,,,,,,,,1
5105431,1,3,1,05,1,579.63719234,05,2020,01,202001,50,,3,3,2,2,2,2,1,13,,,,,,1
5105431,2,1,2,05,1,579.63719234,05,2020,01,202001,50,,1,4,1,,,,,,,,,,,1
5105431,2,2,2,05,1,579.63719234,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105432,1,1,1,05,1,633.366087,05,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105432,1,2,1,05,1,633.366087,05,2020,01,202001,50,,2,6,1,,,,,,,,,,,1
5105432,1,3,1,05,1,633.366087,05,2020,01,202001,50,1,3,6,2,2,2,1,,,,,,,1,1
5105432,1,4,1,05,1,633.366087,05,2020,01,202001,50,,1,5,,,,,,,,,,,,1
5105433,1,1,1,05,1,1189.6699055,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105433,1,2,1,05,1,1189.6699055,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105434,1,1,1,05,1,1316.6565428,05,2020,01,202001,50,,1,6,1,,,,,,,,,,,1
5105434,1,2,1,05,1,1316.6565428,05,2020,01,202001,50,2,2,2,2,2,2,1,,,,,,,1,1
5105436,1,1,1,05,1,1545.6301556,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105437,1,1,1,05,1,1662.0877662,05,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105437,1,2,1,05,1,1662.0877662,05,2020,01,202001,50,,2,6,2,2,2,2,2,,,,,,,1
5105437,1,3,1,05,1,1662.0877662,05,2020,01,202001,50,,3,3,2,2,2,2,2,,,,,,,1
5105438,1,1,1,05,1,1845.2102948,05,2020,01,202001,50,,2,6,2,1,,,,,,,,,,1
5105438,1,2,1,05,1,1845.2102948,05,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105438,1,3,1,05,1,1845.2102948,05,2020,01,202001,50,,2,3,2,2,2,2,2,,,,,,,1
5105439,1,1,1,05,1,851.78599192,05,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105439,1,2,1,05,1,851.78599192,05,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105440,1,1,1,08,1,823.63996099,08,2020,01,202001,50,,1,4,2,2,2,2,1,8,1,2,,,,1
5105441,1,1,1,08,1,601.22978625,08,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105441,1,2,1,08,1,601.22978625,08,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105442,1,1,1,08,1,282.5169358,08,2020,01,202001,50,,1,4,1,,,,,,,,,,,1
5105442,1,2,1,08,1,282.5169358,08,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105442,1,3,1,08,1,282.5169358,08,2020,01,202001,50,,3,4,2,2,2,2,2,,,,,,,1
5105442,1,4,1,08,1,282.5169358,08,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105443,1,1,1,08,1,969.45595649,08,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105443,1,2,1,08,1,969.45595649,08,2020,01,202001,50,,2,4,1,,,,,,,,,,,1
5105444,1,1,1,08,1,702.89013795,08,2020,01,202001,50,2,1,4,2,2,2,1,,,,,,,1,1
5105444,1,2,1,08,1,702.89013795,08,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105445,1,1,1,08,1,980.8037306,08,2020,01,202001,50,,1,4,2,2,2,2,1,3,1,2,,,,1
5105445,1,2,1,08,1,980.8037306,08,2020,01,202001,50,2,2,4,2,2,2,1,,,,,,,1,1
5105446,1,1,1,08,1,611.22678233,08,2020,01,202001,50,,1,4,2,1,,,,,,,,,,1
5105446,1,2,1,08,1,611.22678233,08,2020,01,202001,50,,2,4,1,,,,,,,,,,,1
5105446,1,3,1,08,1,611.22678233,08,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105446,1,4,1,08,1,611.22678233,08,2020,01,202001,50,,4,3,2,2,2,2,1,12,,,,,,1
5105447,1,1,1,08,1,412.47863139,08,2020,01,202001,50,,4,6,2,2,2,2,2,,,,,,,1
5105447,1,2,1,08,1,412.47863139,08,2020,01,202001,50,,4,4,2,2,2,2,2,,,,,,,1
5105447,1,3,1,08,1,412.47863139,08,2020,01,202001,50,,4,1,,,,,,,,,,,,1
5105447,1,4,1,08,1,412.47863139,08,2020,01,202001,50,,4,4,2,1,,,,,,,,,,1
5105447,1,5,1,08,1,412.47863139,08,2020,01,202001,50,,4,1,,,,,,,,,,,,1
5105448,1,1,1,08,1,749.44876972,08,2020,01,202001,50,,1,6,1,,,,,,,,,,,1
5105449,1,1,1,08,1,993.38682788,08,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105449,1,2,1,08,1,993.38682788,08,2020,01,202001,50,,2,4,2,2,2,2,1,4,2,,2,,,1
5105449,1,3,1,08,1,993.38682788,08,2020,01,202001,50,,2,3,2,2,2,2,2,,,,,,,1
5105450,1,1,1,08,1,658.13288119,08,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105450,1,2,1,08,1,658.13288119,08,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105451,1,1,1,08,1,660.01856835,08,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105451,1,2,1,08,1,660.01856835,08,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105451,1,3,1,08,1,660.01856835,08,2020,01,202001,50,,2,3,2,2,2,2,2,,,,,,,1
5105452,1,1,1,08,1,706.182158,08,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105452,1,2,1,08,1,706.182158,08,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105453,1,1,1,08,1,822.21151693,08,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105454,1,1,1,08,1,720.6133662,08,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105454,1,4,1,08,1,720.6133662,08,2020,01,202001,50,,4,4,2,2,2,2,2,,,,,,,1
5105455,1,1,1,08,1,956.299941,08,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105455,2,1,2,08,1,956.299941,08,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105456,1,1,1,08,1,765.67059081,08,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105457,1,1,1,13,1,692.65496183,13,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105458,1,1,1,13,1,173.16374046,13,2020,01,202001,50,,2,6,2,2,2,2,2,,,,,,,1
5105458,1,2,1,13,1,173.16374046,13,2020,01,202001,50,,2,4,1,,,,,,,,,,,1
5105458,1,3,1,13,1,173.16374046,13,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105459,1,1,1,13,1,173.16374046,13,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105459,1,2,1,13,1,173.16374046,13,2020,01,202001,50,,2,5,,,,,,,,,,,,1
5105459,1,3,1,13,1,173.16374046,13,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105460,1,1,1,13,1,692.65496183,13,2020,01,202001,50,2,1,4,2,2,2,1,,,,,,,1,1
5105461,1,1,1,13,1,692.65496183,13,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105461,1,2,1,13,1,692.65496183,13,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105462,1,1,1,13,1,663.03367908,13,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105463,1,1,1,13,1,294.8277661,13,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105463,1,2,1,13,1,294.8277661,13,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105464,1,1,1,13,1,569.32616761,13,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105464,1,2,1,13,1,569.32616761,13,2020,01,202001,50,,2,4,1,,,,,,,,,,,1
5105465,1,1,1,13,1,692.65496183,13,2020,01,202001,50,,1,4,1,,,,,,,,,,,1
5105465,1,2,1,13,1,692.65496183,13,2020,01,202001,50,,2,3,2,2,2,2,2,,,,,,,1
5105466,1,1,1,13,1,692.65496183,13,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105466,1,2,1,13,1,692.65496183,13,2020,01,202001,50,,2,4,1,,,,,,,,,,,1
5105467,1,1,1,13,1,476.21754479,13,2020,01,202001,50,,1,4,1,,,,,,,,,,,1
5105467,1,2,1,13,1,476.21754479,13,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105467,1,3,1,13,1,476.21754479,13,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105468,1,1,1,13,1,495.22248136,13,2020,01,202001,50,,2,6,2,1,,,,,,,,,,1
5105468,1,2,1,13,1,495.22248136,13,2020,01,202001,50,,2,6,2,2,2,2,2,,,,,,,1
5105469,1,1,1,13,1,173.16374046,13,2020,01,202001,50,,1,6,2,2,2,2,2,,,,,,,1
5105469,1,2,1,13,1,173.16374046,13,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105470,1,1,1,15,1,103.61276951,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105470,1,2,1,15,1,103.61276951,15,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105471,1,1,1,15,1,105.98674641,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105471,1,2,1,15,1,105.98674641,15,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105472,1,1,1,15,1,55.308268229,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105472,1,2,1,15,1,55.308268229,15,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105472,1,3,1,15,1,55.308268229,15,2020,01,202001,50,,3,1,,,,,,,,,,,,1
5105472,1,4,1,15,1,55.308268229,15,2020,01,202001,50,,4,3,2,2,2,2,1,11,,,,,,1
5105472,1,5,1,15,1,55.308268229,15,2020,01,202001,50,,5,1,,,,,,,,,,,,1
5105472,1,6,1,15,1,55.308268229,15,2020,01,202001,50,,6,1,,,,,,,,,,,,1
5105472,1,8,1,15,1,55.308268229,15,2020,01,202001,50,,8,1,,,,,,,,,,,,1
5105472,1,11,1,15,1,55.308268229,15,2020,01,202001,50,,11,4,1,,,,,,,,,,,1
5105472,1,14,1,15,1,55.308268229,15,2020,01,202001,50,,14,1,,,,,,,,,,,,1
5105473,1,1,1,15,1,169.49372181,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105473,1,2,1,15,1,169.49372181,15,2020,01,202001,50,,2,4,2,2,2,2,1,10,,,,,,1
5105474,1,1,1,15,1,171.80027442,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105474,1,2,1,15,1,171.80027442,15,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105474,1,3,1,15,1,171.80027442,15,2020,01,202001,50,,3,4,2,2,2,2,2,,,,,,,1
5105474,1,4,1,15,1,171.80027442,15,2020,01,202001,50,,4,3,2,2,2,2,2,,,,,,,1
5105474,1,5,1,15,1,171.80027442,15,2020,01,202001,50,2,5,2,2,2,2,1,,,,,,,1,1
5105474,1,6,1,15,1,171.80027442,15,2020,01,202001,50,,6,4,2,2,2,2,2,,,,,,,1
5105475,1,1,1,15,1,64.445799932,15,2020,01,202001,50,,1,4,1,,,,,,,,,,,1
5105475,1,2,1,15,1,64.445799932,15,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105475,1,3,1,15,1,64.445799932,15,2020,01,202001,50,,3,3,2,2,2,2,2,,,,,,,1
5105476,1,1,1,15,1,170.02505656,15,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105476,1,2,1,15,1,170.02505656,15,2020,01,202001,50,,2,3,2,2,2,2,2,,,,,,,1
5105477,1,1,1,15,1,58.666063168,15,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105477,1,2,1,15,1,58.666063168,15,2020,01,202001,50,,2,6,2,1,,,,,,,,,,1
5105478,1,1,1,15,1,55.308268229,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105478,1,2,1,15,1,55.308268229,15,2020,01,202001,50,2,2,4,2,2,2,1,,,,,,,1,1
5105478,1,3,1,15,1,55.308268229,15,2020,01,202001,50,,3,3,2,2,2,2,2,,,,,,,1
5105478,1,4,1,15,1,55.308268229,15,2020,01,202001,50,,4,1,,,,,,,,,,,,1
5105478,1,5,1,15,1,55.308268229,15,2020,01,202001,50,,1,5,,,,,,,,,,,,1
5105478,1,6,1,15,1,55.308268229,15,2020,01,202001,50,,6,4,2,1,,,,,,,,,,1
5105479,1,1,1,15,1,148.59036238,15,2020,01,202001,50,,1,4,2,2,2,2,2,,,,,,,1
5105480,1,1,1,15,1,193.60627513,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105480,1,2,1,15,1,193.60627513,15,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105480,1,3,1,15,1,193.60627513,15,2020,01,202001,50,,3,3,2,2,2,2,2,,,,,,,1
5105480,1,5,1,15,1,193.60627513,15,2020,01,202001,50,,5,1,,,,,,,,,,,,1
5105481,1,1,1,15,1,93.400639341,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105481,1,2,1,15,1,93.400639341,15,2020,01,202001,50,,2,6,2,1,,,,,,,,,,1
5105482,1,1,1,15,1,107.70656484,15,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105482,1,2,1,15,1,107.70656484,15,2020,01,202001,50,3,2,4,2,2,2,1,,,,,,,1,1
5105483,1,1,1,15,1,103.61276951,15,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105483,1,2,1,15,1,103.61276951,15,2020,01,202001,50,,2,6,2,1,,,,,,,,,,1
5105484,1,1,1,15,1,169.44707897,15,2020,01,202001,50,,1,6,2,1,,,,,,,,,,1
5105484,1,2,1,15,1,169.44707897,15,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105484,1,3,1,15,1,169.44707897,15,2020,01,202001,50,2,3,2,2,2,2,1,,,,,,,1,1
5105484,1,4,1,15,1,169.44707897,15,2020,01,202001,50,,4,3,2,2,2,2,2,,,,,,,1
5105484,1,5,1,15,1,169.44707897,15,2020,01,202001,50,,5,3,2,2,2,2,2,,,,,,,1
5105485,1,1,1,15,1,56.8517446,15,2020,01,202001,50,,1,5,,,,,,,,,,,,1
5105485,1,2,1,15,1,56.8517446,15,2020,01,202001,50,,2,1,,,,,,,,,,,,1
5105486,1,1,1,15,1,101.77012735,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
5105486,1,2,1,15,1,101.77012735,15,2020,01,202001,50,,2,4,2,2,2,2,2,,,,,,,1
5105487,1,1,1,15,1,55.308268229,15,2020,01,202001,50,,1,1,,,,,,,,,,,,1
