directorio,secuencia_p,orden,clase,FEX,Ide9,Ide10,Ide11,Ide12,Ide13,mi1__1,mi1__2,mi1__3,mi1__4,mi1__5,mi1__6,mi1__7,mi1__8,mi1__9,mi1_1,mi2,mi3,mi4__1,mi4__2,mi4__3,mi4__4,mi4__5,mi4__6,mi4__7,mi4_1,mi5,mi6,mi7,mi8,mi9,mi10__1,mi10__2,mi10__3,mi10__4,mi10__5,mi10__6,mi11,mi12,mi13__1,mi13__2,mi13__3,mi13__4,mi13__5,mi13__6,mi13__7,mi13_1,mi14,mi14_1,mi15,mi16__1,mi16__2,mi16__3,mi16__4,mi16__5,mi16__6,mi16__7,mi16__8,mi16_1,mi17__1,mi17__2,mi17__3,mi17__4,mi17__5,mi17__6,mi17__7,mi18__1,mi18__2,mi18__3,mi18__4,mi18__5,mi19,mi20__1,mi20__2,mi20__3,mi20__4,mi20__5,mi20__6,mi20__7,mi20__8,mi20__9,mi20__10,mi20__11,mi20__12,mi20_1,mi21,mi22,mi23,mi24,mi24_1,mi25,mi26,ml1,ml1_1,ml2,ml3,ml3_1,ml4,ml5,ml5_1,ml6,ml7,ml7_1,ml8,ml8_1,ml9,ml10__1,ml10__2,ml10__3,ml10__4,ml10__5,ml10__6,ml10__7,ml10__8,ml10__9,ml10__10,ml10_1,ml11,ml12__1,ml12__2,ml12__3,ml12__4,ml12__5,ml12__6,ml12__7,ml12__8,ml12__9,ml12__10,ml12__11,ml12_1,ml13,ml14,ml15,ml16__1,ml16__2,ml16__3,ml16__4,ml16__5,ml16__6,ml17,ml18,ml19,ml20,ml20_1,ml21,ml21_1,ir1__1,ir1__2,ir1__3,ir1__4,ir1__5,ir1__6,ir1__7,ir1__8,ir1__9,ir1__10,ir1__11,ir1__12,ir1__13,ir1__14,ir1_1,ir2__1,ir2__2,ir2__3,ir2__4,ir2__5,ir2__6,ir2__7,ir2__8,ir2__9,ir2__10,ir3,ir3_1,ir4,ir5,ir5_1,ir6,ir6_1,ir7,ir8,ir8_1,ir9,ir9_1,vi1__1,vi1__2,vi1__3,vi1__4,vi1__5,vi1__6,vi1__7,vi1__8,vi1__9,vi1__10,vi1__11,vi2__1,vi2__2,vi2__3,vi2__4,vi2__5,vi2__6,vi3,pm1__1,pm1__2,pm1__3,pm1__4,pm1__5,pm1__6,pm1__7,pm1_1,pm2__1,pm2__2,pm2__3,pm2__4,pm2__5,pm2__6,pm2__7,pm2_1,pm3__1,pm3__2,pm3__3,pm3__4,pm3__5,pm3__6,pm3_1,pm4__1,pm4__2,pm4__3,pm4__4,pm4__5,pm4__6,pm4__7,pm4_1,pm5,pm6,pm7__1,pm7__2,pm7__3,pm7__4,pm7__5,pm7__6,pm7__7,pm7_1,pm8,pm9__1,pm9__2,pm9__3,pm9__4,pm9__5,pm9__6,pm9_1,pm10,mi18_1,ml13_1,ml16__7,mi17__8
5409711,1,6,1,63.3910012116832,2,56,3,6,,0,0,0,0,1,1,0,0,0,,03may2019,16jul2019,1,0,0,0,0,0,0,,1,3,5,1,1,1,0,0,0,0,0,2,2,,,,,,,,,1,2,2,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,2,1,,,2,,5,,2,3,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,,,1,,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,0,,NINGUNO,,,0
5409723,1,2,1,71.1827763053893,2,42,3,8,,0,1,0,0,0,0,0,0,0,,15aug2016,15aug2016,0,0,0,0,0,0,1,POR MOTIVOS DE EDUCACION,1,2,2,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,3,,,,,2,1,,1,2,,8,,2,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,5,1,1,0,0,1,0,0,0,1,1,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,10,,1,3,,1,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,,,0,
5409723,1,6,1,63.3910012116832,2,27,3,9,,0,1,0,0,0,0,0,0,0,,11aug2017,06jan2020,1,0,0,0,0,0,0,,3,2,6,6,1,0,0,0,1,0,0,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,1,,,1,,3,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,2,,,2,,4,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,10,,2,,,,,1,2,,6,CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,1,0,0,0,0,0,0,,2,1,1,0,0,0,0,0,0,0,2,,,,,,,0,1,,,0,1
5409741,1,1,1,118.6614830952672,1,38,3,8,,0,0,0,0,0,1,0,0,0,,17mar2020,17mar2020,0,0,0,0,1,0,0,,1,3,5,1,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,2,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,1,0,0,1,1,3,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,0,,,,0,
5409741,1,2,1,71.1827763053893,2,24,2,8,,0,1,0,0,0,0,0,0,0,,17mar2020,17mar2020,1,0,0,0,1,0,0,,1,3,5,1,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,3,,,,,2,1,,3,1,,4,,2,,,,,,,,,,,,2,,,,,,,,,,,,,5,2,2,,,,,,,1,1,3,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,,1
5409741,1,5,1,65.99798973583623,1,23,0,8,,0,1,0,0,0,0,0,0,0,,17mar2020,17mar2020,0,0,0,0,1,0,0,,1,3,5,7,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,2,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,,,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,0,,,,,1
5409742,1,1,1,63.3910012116832,2,42,4,4,,0,0,0,0,1,0,0,1,0,,05sep2017,05sep2017,1,0,0,0,1,0,0,,1,3,5,1,1,1,0,0,0,0,0,1,2,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,2,,3,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,1,0,0,1,1,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,2,1,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,0,
5409742,1,3,1,65.99798973583623,1,15,0,4,,0,1,0,0,0,0,0,0,0,,05sep2017,05sep2017,1,0,0,0,1,0,0,,1,3,5,7,1,1,0,0,0,0,0,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,1,1,,,3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,0,,,,,1
5409761,2,1,1,63.3910012116832,2,57,3,5,,0,0,0,1,1,0,0,0,0,,20nov2018,20nov2018,1,0,0,0,0,0,0,,1,3,5,2,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,,1,2,3,5,,1,2,3,,,,,2,1,,1,1,,5,,2,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,2,2,1,0,0,1,0,0,0,2,,,2,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,9,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,1,0,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,0,,,,0,1
5409761,2,2,1,71.1827763053893,2,27,0,5,,0,1,1,0,0,0,0,0,0,,14apr2018,14apr2018,1,0,0,0,0,0,0,,1,3,5,7,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,5,,2,2,,2,1,,5,1,,4,,2,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,5,2,1,1,0,0,0,0,0,2,,,1,,3,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,10,,1,3,,5,,1,3,,5,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,,0,1
5409761,2,3,1,65.99798973583623,1,23,0,5,,0,1,1,0,0,0,0,0,0,,24may2019,24may2019,1,0,0,0,1,0,0,,1,2,6,7,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,,1,,4,,2,2,,2,1,,5,2,,4,,2,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,5,2,1,0,0,1,0,0,0,2,,,1,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,10,,1,2,,6,CASA DE CAMBIO,1,4,,6,CASA DE CAMBIO,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,1
5409761,2,4,1,63.3910012116832,2,29,1,5,,0,0,0,0,0,1,0,0,0,,20dec2017,20dec2017,1,0,1,0,0,0,0,,1,3,5,1,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,1,,,,,,,,,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,1,1,,,2,,3,,,,,2,1,,2,2,,5,,2,,,,,,,,,,,,2,,,,,,,,,,,,,6,1,1,1,0,0,0,0,0,2,,,2,,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,10,,1,5,CADA DOS SEMANAS,2,,1,2,,5,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,,0,1
5409763,1,1,1,63.3910012116832,2,34,3,4,,0,0,0,1,1,0,0,0,0,,12feb2019,12feb2019,0,0,0,0,1,0,0,,1,3,2,1,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,1,,,,,,,,,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,2,,,,,2,1,,5,1,,4,,2,,,,,,,,,,,,2,,,,,,,,,,,,,5,2,2,,,,,,,2,,,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,,1
5409763,1,2,1,118.6614830952672,1,26,1,4,,0,1,0,0,0,0,0,0,0,,13jan2016,13jan2016,0,0,0,1,1,0,0,,3,3,5,6,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,3,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,1,2,,,2,,3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,3,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,0,,,,0,1
5409763,1,3,1,63.3910012116832,2,16,0,4,,0,1,0,0,0,0,0,0,0,,16may2019,16may2019,0,0,0,1,0,0,0,,1,3,5,7,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,2,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,,,2,,3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,,1
5409763,1,6,1,63.3910012116832,2,52,3,10,,0,0,0,0,1,0,0,0,0,,04aug2016,04aug2016,1,0,0,0,1,0,0,,3,3,5,3,2,,,,,,,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,1,,2,,,,,2,1,,5,2,,4,,2,,,,,,,,,,,,2,,,,,,,,,,,,,6,2,1,1,0,0,0,0,0,2,,,1,,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,10,,1,5,OCASIONALMENTE,5,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,2,3,,,,,,,,0,,,,,,,,0,,,,0,1
5409764,1,1,1,65.99798973583623,1,31,3,5,,0,0,0,1,1,0,0,0,0,,23jul2019,23jul2019,0,0,0,0,1,0,0,,1,3,1,1,2,,,,,,,1,2,,,,,,,,,2,,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,1,0,0,2,,,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,0,,,,0,1
5409764,1,2,1,63.3910012116832,2,30,3,4,,0,0,0,1,1,0,0,0,0,,23jul2019,23jul2019,0,0,0,0,1,0,0,,1,3,1,1,2,,,,,,,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,3,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,1,0,0,2,,,2,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,0,1
5409770,1,1,1,71.1827763053893,2,39,4,9,,0,1,1,0,0,0,0,0,0,,30may2016,30may2016,0,0,1,0,1,0,0,,1,3,1,1,1,1,0,0,0,0,0,2,2,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,2,,3,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,1,1,1,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,0,
5409770,1,2,1,118.6614830952672,1,27,4,9,,0,0,0,1,1,0,0,0,0,,30may2016,28feb2017,0,0,0,0,1,0,0,,1,3,1,1,1,1,0,0,0,0,0,1,2,,,,,,,,,1,1,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,3,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,1,0,1,1,1,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,1
5409770,1,3,1,118.6614830952672,1,17,0,9,,0,1,1,0,0,0,0,0,0,,30may2016,30may2016,0,0,1,1,0,0,0,,1,3,5,7,1,1,0,0,0,0,0,2,2,,,,,,,,,2,,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,1,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,1,1,,,5,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,1,0,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,0,,,,,1
5409770,1,7,1,63.3910012116832,2,42,2,9,,0,0,0,0,1,0,0,0,0,,20mar2018,20mar2018,0,0,0,1,1,0,0,,1,3,5,1,1,1,1,0,0,0,0,1,2,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,2,,3,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,1,1,1,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,0,
5409770,1,8,1,63.3910012116832,2,21,0,9,,0,1,0,0,0,0,0,0,0,,20mar2018,20mar2018,1,0,0,1,0,0,0,,1,3,5,7,1,1,1,0,0,0,0,1,2,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,2,,4,,2,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,1,1,1,1,,,3,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,0,
5409866,1,1,1,26.86604511764894,2,42,4,5,,0,0,0,1,1,0,0,0,0,,16feb2017,16feb2017,1,0,0,0,0,0,0,,1,3,1,1,2,,,,,,,1,2,,,,,,,,,2,,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,2,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,1,0,0,2,,,1,,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,0,1
5409866,1,2,1,29.0282103963287,1,45,4,5,,0,0,0,1,1,0,0,0,0,,12jul2017,12jul2017,1,0,0,0,0,0,0,,1,3,3,3,1,0,0,0,1,0,0,1,2,,,,,,,,,2,,2,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,,,2,,2,,,,,2,1,,5,1,,4,,2,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,,5,2,1,1,0,0,0,0,0,2,,,2,,1,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,9,,2,,,,,2,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,,0,,,,,,,,0,,,,0,1
5409866,1,4,1,26.86604511764894,2,19,0,5,,0,1,1,0,0,0,0,0,0,,20sep2020,20sep2020,0,0,0,1,0,0,0,,3,3,5,7,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,3,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,2,,,2,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,6,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,0,1
5409871,1,1,1,80.99303123681354,2,45,2,1,,0,1,1,1,1,0,0,0,0,,26oct2020,26oct2020,1,0,0,0,0,1,0,,3,3,5,2,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,,1,2,1,,,2,,4,,2,4,,2,1,,4,9,POR SUS PROPIOS MEDIOS,5,,2,,,,,,,,,,,,2,,,,,,,,,,,,,5,2,2,,,,,,,2,,,3,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,10,,3,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,,,,,,,,,1,0,0,0,0,0,0,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,,1
5409939,1,2,1,155.8825954929516,2,44,3,2,,0,0,0,0,1,0,0,0,0,,06may2018,06may2018,1,0,0,0,0,0,0,,1,3,6,1,1,0,1,0,0,0,0,1,2,,,,,,,,,1,2,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,5,,2,3,,2,1,,5,1,,5,,2,,,,,,,,,,,,2,,,,,,,,,,,,,6,2,1,0,0,1,0,0,0,2,,,1,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,0,2,,,,,,,0,2,,,0,1
5409945,1,1,1,155.8825954929516,2,76,4,3,,0,0,0,0,1,0,0,0,0,,12mar2019,12mar2019,0,0,1,0,0,0,0,,1,3,5,1,1,0,1,0,0,0,0,1,2,,,,,,,,,2,,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,2,1,,,2,,1,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,1,1,,,5,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,10,,2,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,1
